ID,Drug1_Name,Drug1_CID,Drug1_DBID,Drug2_Name,Drug2_CID,Drug2_DBID,Y_Score,Risk_Label,NegSample,Chem_Sim,Same_Enzyme,SideEffect_Sim,Shared_Targets,ATC_Similarity
18848,Cefdinir,CID448063,DB13044,Cyclobenzaprine,CID315632,DB41106,590,High,No,0.69,0,0.17,8,0.63
18849,Hydrochlorothiazide,CID89945,DB44328,Insulin Detemir,CID816569,DB47135,534,High,No,0.52,1,0.5,9,0.19
18850,Folic Acid,CID81494,DB41574,Amitriptyline,CID825304,DB74811,155,Low,No,0.16,1,0.09,5,0.26
18851,Ketotifen,CID53423,DB12517,Docusate,CID388689,DB12921,386,Moderate,No,0.08,0,0.93,2,0.73
18852,Fluticasone; Umeclidinium; Vilanterol,CID107586,DB88869,Loratadine; Pseudoephedrine,CID794002,DB80574,233,Moderate,No,0.9,1,0.48,5,0.7
18853,Clonazepam,CID484176,DB55786,Rosuvastatin,CID189482,DB53414,58,Low,No,0.69,1,0.95,7,0.54
18854,Rimegepant,CID404813,DB46218,Tadalafil,CID534645,DB41836,642,High,No,0.67,0,0.32,2,0.66
18855,Paroxetine,CID724938,DB77514,Hydroquinone,CID415935,DB62432,15,Safe,Yes,0.08,0,0.93,4,0.19
18856,Solifenacin,CID804401,DB87861,Insulin Degludec,CID377414,DB44776,675,High,No,0.49,1,0.88,4,0.9
18857,Norethindrone,CID431665,DB36857,Ofloxacin,CID844889,DB70665,294,Moderate,No,0.91,1,0.68,6,0.57
18858,Niacin,CID439690,DB62072,Vitamin E,CID13180,DB47547,449,Moderate,No,0.98,1,0.3,1,0.2
18859,Ciprofloxacin,CID811001,DB90734,Cefdinir,CID889307,DB78152,171,Low,No,0.2,1,0.81,9,0.52
18860,Pregabalin,CID131625,DB82535,Trazodone,CID482244,DB12792,242,Moderate,No,0.98,0,0.19,4,0.28
18861,Labetalol,CID350314,DB98299,Ipratropium,CID112973,DB10365,253,Moderate,No,0.45,0,0.51,4,0.69
18862,Dulaglutide,CID881490,DB24562,Baclofen,CID853423,DB46420,468,Moderate,No,0.01,1,0.28,0,0.57
18863,Ketotifen,CID946340,DB45656,Clobetasol,CID685028,DB37856,509,High,No,0.35,1,0.27,4,0.8
18864,Omega-3-acid Ethyl Esters,CID557879,DB60797,Atenolol,CID397371,DB56263,561,High,No,0.77,1,0.57,1,0.24
18865,Dulaglutide,CID940131,DB59236,Acetaminophen; Butalbital; Caffeine,CID956538,DB83704,94,Low,No,0.63,1,0.18,7,0.4
18866,Tobramycin,CID332461,DB74615,Chlorthalidone,CID710594,DB22619,779,High,No,0.13,0,0.67,7,0.99
18867,Bimatoprost,CID376781,DB73637,Ezetimibe,CID103961,DB69245,790,High,No,0.79,1,0.57,10,0.53
18868,Estradiol,CID347291,DB74105,Amiodarone,CID528904,DB68659,91,Low,No,0.61,1,0.35,7,0.28
18869,Azelastine,CID549059,DB19995,Melatonin,CID581261,DB72402,662,High,No,0.53,0,0.47,0,0.86
18870,Folic Acid,CID320957,DB62705,Meloxicam,CID927052,DB21427,62,Low,No,0.34,0,0.32,10,0.26
18871,Dulaglutide,CID856505,DB87601,Docusate,CID892478,DB84832,36,Safe,Yes,0.18,1,0.26,9,0.7
18872,Esomeprazole,CID758441,DB69795,Indomethacin,CID82962,DB13580,456,Moderate,No,0.31,0,0.19,7,0.86
18873,Hydrochlorothiazide; Losartan,CID316524,DB63068,Acetaminophen; Codeine,CID558029,DB67019,166,Low,No,0.74,0,0.15,8,0.93
18874,Donepezil,CID929831,DB88463,Brimonidine,CID479509,DB82034,163,Low,No,0.31,0,0.55,0,0.35
18875,Morphine,CID415366,DB52434,Mesalamine,CID825896,DB27795,534,High,No,0.71,1,0.99,3,0.37
18876,Citalopram,CID771932,DB55077,Lamotrigine,CID829436,DB17136,747,High,No,0.26,1,0.21,7,0.35
18877,Pioglitazone,CID114785,DB36174,Nitroglycerin,CID697880,DB46373,769,High,No,0.86,1,0.42,4,0.07
18878,Topiramate,CID782170,DB31123,Metformin,CID849213,DB69747,523,High,No,0.44,1,0.87,8,0.23
18879,Chlorthalidone,CID514002,DB29235,Mesalamine,CID188288,DB72701,53,Low,No,0.97,1,0.82,3,0.21
18880,Pregabalin,CID915736,DB13876,Polymyxin B; Trimethoprim,CID857382,DB24228,560,High,No,0.29,1,0.66,8,0.39
18881,Sodium Salts,CID962349,DB45795,Clonidine,CID842289,DB62483,124,Low,No,0.02,0,0.73,5,0.54
18882,Clobetasol,CID906328,DB50538,Diphenhydramine,CID873708,DB76267,763,High,No,0.87,0,0.38,2,0.38
18883,Rosuvastatin,CID318702,DB65229,Tobramycin,CID990110,DB54494,794,High,No,0.79,0,0.93,2,0.91
18884,Tobramycin,CID29083,DB56887,Diazepam,CID215285,DB75825,630,High,No,0.59,1,0.86,4,0.8
18885,Sumatriptan,CID653967,DB85393,Ketorolac,CID667030,DB65452,119,Low,No,0.85,1,0.44,10,0.93
18886,Calcium,CID465301,DB72448,Triamcinolone,CID246735,DB56912,24,Safe,Yes,0.2,1,0.81,3,0.22
18887,Furosemide,CID38742,DB97039,Diazepam,CID404987,DB52523,511,High,No,0.82,1,0.38,2,0.96
18888,Dextroamphetamine,CID627510,DB25392,Bisoprolol,CID688534,DB55411,704,High,No,0.2,1,0.89,10,0.55
18889,Empagliflozin,CID532154,DB23732,Moxifloxacin,CID42635,DB37658,325,Moderate,No,0.55,1,0.22,9,0.76
18890,Insulin Human; Insulin Isophane Human,CID965626,DB67030,Ticagrelor,CID202711,DB46100,520,High,No,0.7,1,0.49,2,0.62
18891,Sodium Fluoride,CID457744,DB61262,Liothyronine,CID250548,DB43337,6,Safe,Yes,0.07,1,0.51,3,0.39
18892,Betamethasone; Clotrimazole,CID786557,DB24551,Acetaminophen,CID1252,DB25656,86,Low,No,0.17,0,0.36,1,0.28
18893,Amoxicillin,CID761438,DB15081,Calcium Phosphate; Cholecalciferol,CID122773,DB16478,722,High,No,0.14,1,0.96,6,0.41
18894,Metoclopramide,CID883189,DB98309,Sitagliptin,CID772085,DB18045,301,Moderate,No,0.97,0,0.21,2,0.6
18895,Ezetimibe,CID760396,DB43403,Rizatriptan,CID175214,DB22088,330,Moderate,No,0.68,0,0.66,10,0.32
18896,Olopatadine,CID457260,DB45767,Glimepiride,CID244309,DB19131,345,Moderate,No,0.32,0,0.55,7,0.7
18897,Diphenhydramine,CID657876,DB58619,Donepezil,CID933840,DB48053,85,Low,No,0.16,0,0.41,3,0.3
18898,Atorvastatin,CID927140,DB57538,Cholecalciferol,CID799354,DB14929,164,Low,No,0.56,1,0.9,6,0.78
18899,Doxycycline,CID468625,DB27245,Olmesartan,CID478146,DB78912,578,High,No,0.59,1,0.47,6,0.32
18900,Magnesium Salts,CID70859,DB13621,Furosemide,CID999315,DB97757,531,High,No,0.71,0,0.29,2,0.25
18901,Semaglutide,CID838165,DB85099,Indomethacin,CID526798,DB72566,537,High,No,0.23,1,0.94,8,0.22
18902,Irbesartan,CID468889,DB66926,Tiotropium,CID41293,DB63889,422,Moderate,No,0.47,1,0.94,10,0.07
18903,Ketorolac,CID985400,DB18899,Valsartan,CID760978,DB71735,313,Moderate,No,0.07,0,0.06,10,0.69
18904,Metoprolol,CID122033,DB28465,Sacubitril; Valsartan,CID388205,DB50652,124,Low,No,0.03,0,0.59,0,0.51
18905,Polymyxin B; Trimethoprim,CID549444,DB27872,Ropinirole,CID527328,DB17923,15,Safe,Yes,0.18,1,0.95,8,0.71
18906,Prednisolone,CID187442,DB88139,Empagliflozin,CID342603,DB40142,604,High,No,0.95,0,0.98,6,0.9
18907,Naproxen,CID407089,DB87103,Evolocumab,CID95794,DB77292,72,Low,No,0.54,0,0.49,3,0.78
18908,Hydrochlorothiazide; Triamterene,CID57739,DB91624,Atenolol,CID861869,DB49170,714,High,No,0.64,1,0.93,7,0.86
18909,Latanoprost,CID177804,DB71699,Cholecalciferol,CID173635,DB77239,452,Moderate,No,0.65,0,0.93,8,0.9
18910,Escitalopram,CID489253,DB13896,Promethazine,CID162792,DB70994,223,Moderate,No,0.97,0,0.95,7,0.29
18911,Benzonatate,CID452057,DB40053,Dicyclomine,CID919330,DB50355,325,Moderate,No,0.25,0,0.91,5,0.47
18912,Acetaminophen; Codeine,CID257856,DB39500,Dextromethorphan; Promethazine,CID539486,DB16381,291,Moderate,No,0.49,1,0.41,1,0.3
18913,Buspirone,CID17418,DB40333,Risperidone,CID547257,DB37385,497,Moderate,No,0.09,1,0.95,9,0.1
18914,Atorvastatin,CID848607,DB41851,Duloxetine,CID497123,DB37014,355,Moderate,No,0.84,0,0.17,7,0.43
18915,Solifenacin,CID510730,DB17110,Progesterone,CID265291,DB92117,303,Moderate,No,0.64,0,0.21,10,0.11
18916,Amoxicillin,CID67270,DB37825,Tadalafil,CID106492,DB47693,143,Low,No,0.04,0,0.35,3,0.62
18917,Amlodipine,CID512639,DB48196,Semaglutide,CID897961,DB10032,417,Moderate,No,0.32,1,0.78,6,0.99
18918,Ciprofloxacin,CID325583,DB56643,Rivaroxaban,CID166171,DB95042,172,Low,No,0.63,1,0.22,4,0.72
18919,Potassium Chloride,CID297872,DB75096,Insulin Detemir,CID956556,DB17181,102,Low,No,0.95,0,0.44,10,0.87
18920,Flecainide,CID722303,DB83926,Fexofenadine,CID790852,DB45092,215,Moderate,No,0.86,1,0.75,8,0.95
18921,Sertraline,CID948816,DB45227,Testosterone,CID196490,DB42689,649,High,No,0.92,1,0.38,6,0.26
18922,Dapagliflozin,CID474401,DB63930,Clonazepam,CID351146,DB72801,380,Moderate,No,0.83,0,0.8,6,0.16
18923,Pantoprazole,CID679676,DB52176,Ezetimibe,CID57135,DB15535,294,Moderate,No,0.3,0,0.24,7,0.67
18924,Enalapril,CID368479,DB12827,Hydrochlorothiazide,CID815996,DB25434,772,High,No,0.12,1,0.94,8,0.1
18925,Sucralfate,CID912434,DB48475,Epinephrine,CID62425,DB67242,632,High,No,0.67,0,0.2,3,0.26
18926,Ondansetron,CID632040,DB29717,Levofloxacin,CID488163,DB20097,671,High,No,0.04,1,0.83,2,0.01
18927,Betamethasone; Clotrimazole,CID530424,DB39405,Metoclopramide,CID759425,DB72720,358,Moderate,No,0.97,0,0.23,3,0.47
18928,Clonazepam,CID434496,DB33610,Ethinyl Estradiol; Norgestimate,CID659592,DB40090,70,Low,No,0.12,0,0.7,9,0.91
18929,Oxcarbazepine,CID644597,DB23246,Buspirone,CID580788,DB97405,302,Moderate,No,0.24,1,0.01,5,0.78
18930,Rivaroxaban,CID172536,DB49921,Levofloxacin,CID289092,DB25165,353,Moderate,No,0.75,0,0.44,5,0.82
18931,Ketotifen,CID763125,DB72790,Torsemide,CID156155,DB13347,200,Low,No,0.42,0,0.32,3,0.2
18932,Nystatin,CID815209,DB53251,Solifenacin,CID162285,DB42559,211,Moderate,No,0.78,1,0.03,1,0.76
18933,Olopatadine,CID933337,DB94833,Duloxetine,CID954979,DB92773,366,Moderate,No,0.86,1,0.33,8,0.04
18934,Desvenlafaxine,CID572186,DB84445,Acetaminophen; Codeine,CID16881,DB87945,165,Low,No,0.65,1,0.41,7,0.49
18935,Metoprolol,CID499943,DB68496,Ethinyl Estradiol; Levonorgestrel,CID556885,DB71429,76,Low,No,0.72,0,0.02,6,0.43
18936,Metoclopramide,CID495917,DB79896,Nortriptyline,CID885752,DB56707,755,High,No,0.22,0,0.75,7,0.18
18937,Diltiazem,CID112028,DB60058,Docusate,CID48915,DB69785,355,Moderate,No,0.6,0,0.4,4,0.82
18938,Calcium,CID239880,DB35331,Calcitriol,CID55406,DB14482,240,Moderate,No,0.36,0,0,8,0.92
18939,Cholecalciferol,CID750194,DB51954,Irbesartan,CID411346,DB86030,507,High,No,0.31,1,0.29,5,0.96
18940,Cefdinir,CID562077,DB59823,Phenazopyridine,CID796935,DB44660,226,Moderate,No,0.2,0,0.22,5,0.51
18941,Oseltamivir,CID296567,DB46616,Ethinyl Estradiol; Norelgestromin,CID425395,DB67157,5,Safe,Yes,0.25,1,0.07,8,0.53
18942,Lidocaine,CID362166,DB84477,Terazosin,CID486410,DB35307,84,Low,No,0.74,0,0.41,7,0.97
18943,Moxifloxacin,CID933523,DB28538,Rimegepant,CID757641,DB99775,91,Low,No,0.28,0,0.85,6,0.32
18944,Dexmethylphenidate,CID119273,DB24022,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID189098,DB23172,502,High,No,0.53,1,0.56,3,0.73
18945,Lamotrigine,CID857135,DB76425,Amlodipine; Benazepril,CID36068,DB99808,314,Moderate,No,0.22,1,0.36,9,0.69
18946,Dicyclomine,CID181801,DB56353,Semaglutide,CID699526,DB92322,530,High,No,0.08,1,0.87,4,0.71
18947,Atenolol,CID577711,DB92508,Azelastine,CID534884,DB38656,96,Low,No,0.96,0,0.45,2,0.43
18948,Fexofenadine,CID844833,DB12863,Torsemide,CID934713,DB18285,638,High,No,0.65,1,0.91,10,0.22
18949,Ivermectin,CID956481,DB48933,Tamsulosin,CID473626,DB70481,383,Moderate,No,0.73,1,0.06,9,0.47
18950,Atropine; Diphenoxylate,CID352207,DB65558,Benazepril,CID968244,DB98866,251,Moderate,No,0.97,1,0.46,10,0.59
18951,Moxifloxacin,CID779064,DB13761,Methocarbamol,CID237337,DB99555,188,Low,No,0.08,1,0.1,2,0.37
18952,Liothyronine,CID367083,DB50518,Sitagliptin,CID495097,DB13752,659,High,No,0.11,0,0.55,3,0.65
18953,Ethinyl Estradiol; Norelgestromin,CID187894,DB55157,Lisinopril,CID5610,DB22625,413,Moderate,No,0.11,0,0.03,7,0.34
18954,Primidone,CID523431,DB98407,Albuterol; Ipratropium,CID388369,DB19097,600,High,No,0.75,0,0.45,1,0.24
18955,Sulfamethoxazole; Trimethoprim,CID857314,DB39213,Estradiol,CID450623,DB86929,738,High,No,0.58,1,0.92,1,0.06
18956,Emtricitabine; Tenofovir,CID445398,DB60049,Insulin Detemir,CID356779,DB10341,358,Moderate,No,0.92,0,0.01,8,0.5
18957,Mupirocin,CID153779,DB91278,Amlodipine; Benazepril,CID658775,DB49050,437,Moderate,No,0.25,1,0.35,5,0.25
18958,Meclizine,CID707707,DB20172,Sodium Salts,CID585275,DB91129,410,Moderate,No,0.35,1,0.85,1,0.61
18959,Lisinopril,CID549604,DB29706,Ethinyl Estradiol; Etonogestrel,CID523239,DB91675,798,High,No,0.66,1,0.1,2,0.96
18960,Betamethasone; Clotrimazole,CID938186,DB30237,Lovastatin,CID398889,DB63842,693,High,No,0.63,1,0.19,5,0.5
18961,Atomoxetine,CID289369,DB31096,Clopidogrel,CID159172,DB13013,265,Moderate,No,0.55,0,0.87,10,0.28
18962,Insulin Human; Insulin Isophane Human,CID841512,DB28769,Oxybutynin,CID595942,DB19143,123,Low,No,0.55,1,0.45,5,0.25
18963,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID355239,DB19028,Citalopram,CID998425,DB38015,538,High,No,0.75,0,0.48,0,0.19
18964,Pseudoephedrine,CID637423,DB99440,Atorvastatin,CID554548,DB61513,505,High,No,0.47,0,0.61,10,0.45
18965,Valsartan,CID122320,DB84932,Insulin Lispro,CID131883,DB31465,48,Safe,Yes,0.54,1,0.43,9,0.04
18966,Tizanidine,CID441955,DB11565,Ascorbic Acid,CID480572,DB18154,96,Low,No,0.56,1,0.21,10,0.72
18967,Anastrozole,CID371926,DB79539,Liraglutide,CID66557,DB61951,157,Low,No,0.14,1,0.39,9,0.75
18968,Fluconazole,CID447549,DB24055,Sacubitril; Valsartan,CID827674,DB31101,513,High,No,0.65,1,1,0,0.33
18969,Primidone,CID156093,DB86033,Lamotrigine,CID316406,DB34874,670,High,No,0.85,1,0.95,1,0.39
18970,Furosemide,CID142211,DB91466,Lamotrigine,CID857717,DB73042,669,High,No,0.61,0,0.62,3,0.51
18971,Bupropion,CID987785,DB78623,Benazepril,CID741171,DB36122,295,Moderate,No,0.87,0,0.73,2,0.61
18972,Codeine; Guaifenesin,CID480850,DB55462,Diazepam,CID755765,DB19564,425,Moderate,No,0.71,1,0.93,2,0.83
18973,Omega-3-acid Ethyl Esters,CID381879,DB50829,Propranolol,CID678070,DB54736,101,Low,No,0.91,1,0.2,7,0.38
18974,Amitriptyline,CID370166,DB99578,Rivaroxaban,CID314609,DB54526,734,High,No,0.56,1,0.36,4,0.08
18975,Insulin Glargine,CID932630,DB70664,Insulin Detemir,CID449340,DB86129,653,High,No,0.24,0,0.8,0,0.81
18976,Tadalafil,CID753483,DB77899,Ciprofloxacin,CID482777,DB83129,16,Safe,Yes,0.93,0,0.22,6,0.68
18977,Naproxen,CID811668,DB64297,Amiodarone,CID860946,DB44918,360,Moderate,No,0.06,0,0.43,2,0.63
18978,Clindamycin,CID588380,DB21233,Folic Acid,CID549225,DB28885,271,Moderate,No,0.54,1,0.45,8,0.12
18979,Guanfacine,CID292017,DB49033,Amlodipine,CID196129,DB42015,751,High,No,0.14,1,0.82,7,0.52
18980,Gabapentin,CID338292,DB74562,Ketotifen,CID731030,DB59132,87,Low,No,0.2,0,0.42,9,0.81
18981,Prednisolone,CID295542,DB85746,Diphenhydramine,CID122892,DB14191,104,Low,No,0.9,0,0.29,4,0.8
18982,Diltiazem,CID649209,DB23128,Cetirizine,CID615520,DB77090,7,Safe,Yes,0.21,0,0.43,2,0.49
18983,Nifedipine,CID405675,DB16747,Levetiracetam,CID457854,DB43473,491,Moderate,No,0.28,0,0.24,8,0.78
18984,Pancrelipase Amylase; Pancrelipase Lipase; Pancrelipase Protease,CID151530,DB61009,Mupirocin,CID524026,DB38948,192,Low,No,0.09,1,0.62,10,0.5
18985,Guanfacine,CID438392,DB45077,Thyroid,CID368533,DB10234,652,High,No,0.26,1,0.1,8,0.86
18986,Ascorbic Acid,CID756683,DB62422,Fluconazole,CID364134,DB21217,69,Low,No,0.7,1,0.6,10,0.74
18987,Drospirenone; Ethinyl Estradiol,CID261444,DB21759,Pregabalin,CID889649,DB57297,354,Moderate,No,0.43,0,0.14,0,0.73
18988,Meclizine,CID848122,DB19410,Ciclopirox,CID906342,DB89752,205,Moderate,No,0.02,0,0.56,10,0.79
18989,Cephalexin,CID278269,DB62123,Sumatriptan,CID636165,DB17252,235,Moderate,No,0.32,0,0.59,9,0.94
18990,Lidocaine,CID773345,DB61545,Albuterol,CID615424,DB16814,623,High,No,0.29,1,0.01,1,0.23
18991,Fluticasone; Umeclidinium; Vilanterol,CID442638,DB42237,Sulfamethoxazole; Trimethoprim,CID940587,DB14989,423,Moderate,No,0.11,0,0.5,0,0.44
18992,Insulin Human; Insulin Isophane Human,CID829521,DB60836,Propranolol,CID635945,DB50482,354,Moderate,No,0.82,0,0.44,3,0.47
18993,Aspirin,CID868509,DB39037,Terbinafine,CID165339,DB84997,213,Moderate,No,0.66,0,0.6,10,0.8
18994,Evolocumab,CID387935,DB80699,Levofloxacin,CID227513,DB53617,215,Moderate,No,0.01,0,0.73,9,0.62
18995,Hydrochlorothiazide; Lisinopril,CID161132,DB25772,Diazepam,CID402717,DB65104,115,Low,No,0.4,0,0.48,4,0.72
18996,Drospirenone; Ethinyl Estradiol,CID794732,DB28693,Doxazosin,CID552890,DB63890,554,High,No,0.57,0,0.97,6,0.72
18997,Ticagrelor,CID375025,DB82479,Spironolactone,CID702477,DB13655,685,High,No,0.65,1,0.58,6,0.64
18998,Desvenlafaxine,CID623430,DB10426,Rizatriptan,CID967370,DB79481,463,Moderate,No,0.71,1,0.13,4,0.39
18999,Venlafaxine,CID757969,DB29249,Primidone,CID831807,DB53711,54,Low,No,0.98,1,0.22,4,0.6
19000,Finasteride,CID921514,DB44474,Fluticasone; Umeclidinium; Vilanterol,CID525879,DB63440,738,High,No,0.18,1,0.24,4,0.96
19001,Finasteride,CID524315,DB62628,Rivaroxaban,CID618981,DB91367,705,High,No,0.21,0,0.8,8,0.04
19002,Levothyroxine,CID506110,DB98074,Olanzapine,CID29485,DB95957,26,Safe,Yes,0.19,1,0.84,2,0.4
19003,Nystatin,CID501538,DB55534,Ondansetron,CID499210,DB22375,139,Low,No,0.04,1,0.4,0,0.39
19004,Omega-3-acid Ethyl Esters,CID712956,DB65766,Drospirenone; Ethinyl Estradiol,CID741326,DB55194,277,Moderate,No,0.6,0,0.66,4,0.86
19005,Lamotrigine,CID75547,DB28324,Acetaminophen,CID825391,DB10434,193,Low,No,0.96,0,0.95,4,0.18
19006,Linagliptin,CID747575,DB62191,Clonidine,CID800942,DB84577,285,Moderate,No,0.81,1,0.93,7,0.54
19007,Escitalopram,CID119473,DB49142,Propranolol,CID774365,DB18464,379,Moderate,No,0.5,0,0.12,2,0.97
19008,Risperidone,CID432282,DB73508,Rizatriptan,CID104626,DB90297,559,High,No,0.8,1,0.83,10,0.47
19009,Ropinirole,CID483434,DB52672,Montelukast,CID34688,DB38680,785,High,No,0.91,0,0.82,7,0.77
19010,Omega-3-acid Ethyl Esters,CID464214,DB89916,Tamsulosin,CID406202,DB53264,72,Low,No,0.41,1,0.93,0,0.2
19011,Linagliptin,CID588887,DB79098,Liraglutide,CID169775,DB76339,644,High,No,0.25,0,0.22,2,0.83
19012,Verapamil,CID93701,DB98803,Metronidazole,CID947076,DB62714,420,Moderate,No,0.89,0,0.76,2,0.26
19013,Cephalexin,CID653938,DB59055,Escitalopram,CID774508,DB49396,100,Low,No,0.03,0,0.29,4,0.74
19014,Erythromycin,CID581206,DB50848,Citalopram,CID883340,DB17965,409,Moderate,No,0.75,0,0.06,10,0.75
19015,Levocetirizine,CID913073,DB98409,Hydroquinone,CID455644,DB64114,501,High,No,0.39,0,0.01,9,0.51
19016,Hydrochlorothiazide; Lisinopril,CID815738,DB19685,Ergocalciferol,CID847551,DB72587,99,Low,No,0.39,1,0.65,8,0.74
19017,Niacin,CID526367,DB50788,Progesterone,CID664802,DB88401,300,Moderate,No,0.85,1,0.18,2,0.79
19018,Cefuroxime,CID897720,DB68695,Bisoprolol,CID492433,DB27582,590,High,No,0.99,0,0.76,4,0.2
19019,Amlodipine; Benazepril,CID902053,DB82970,Diclofenac,CID602512,DB88732,757,High,No,0.35,1,0.2,0,0.49
19020,Amlodipine; Benazepril,CID590695,DB50991,Nebivolol,CID312160,DB14582,720,High,No,0.8,0,0.31,9,0.83
19021,Hydralazine,CID607341,DB31986,Sildenafil,CID793421,DB45298,700,High,No,0.85,1,0.1,3,0.77
19022,Icosapent Ethyl,CID182254,DB93185,Solifenacin,CID260070,DB56258,93,Low,No,0.86,0,0.89,1,0.81
19023,Metoprolol,CID191762,DB70119,Loratadine; Pseudoephedrine,CID465964,DB42548,793,High,No,0.46,0,0.65,5,0.83
19024,Tramadol,CID15241,DB80225,Insulin Lispro,CID388223,DB91133,506,High,No,0.18,1,0.5,7,0.69
19025,Fluticasone; Umeclidinium; Vilanterol,CID273611,DB29676,Buspirone,CID596636,DB94219,443,Moderate,No,0.24,1,0.88,9,0.62
19026,Budesonide; Formoterol,CID854636,DB35983,Cyanocobalamin,CID906886,DB49371,492,Moderate,No,0.75,0,0.61,4,0.8
19027,Hydrochlorothiazide; Lisinopril,CID718608,DB64647,Sertraline,CID976154,DB13392,14,Safe,Yes,0.64,0,0.58,4,0.26
19028,Insulin Aspart,CID851654,DB12389,Etodolac,CID460913,DB67460,42,Safe,Yes,0.01,1,0.62,4,0.18
19029,Penicillin V,CID524573,DB51458,Ethinyl Estradiol; Norelgestromin,CID937365,DB42113,394,Moderate,No,1,1,0.51,8,0.88
19030,Lactate,CID713066,DB79992,Furosemide,CID75810,DB54944,569,High,No,0.32,0,0.44,7,0.43
19031,Dapagliflozin,CID786537,DB52191,Ethinyl Estradiol; Norgestrel,CID664026,DB75680,76,Low,No,0.63,0,0.84,4,0.79
19032,Rivaroxaban,CID741434,DB26314,Hydrocortisone,CID417465,DB61415,209,Moderate,No,0.49,0,0.19,3,0.94
19033,Ticagrelor,CID215957,DB70669,Spironolactone,CID183856,DB58274,337,Moderate,No,0.75,1,0.44,0,0.19
19034,Trazodone,CID959660,DB15170,Irbesartan,CID331125,DB22630,744,High,No,0.9,1,0.94,0,0.4
19035,Ivermectin,CID923382,DB38499,Flecainide,CID344133,DB24057,354,Moderate,No,0.08,0,0.87,1,0.41
19036,Insulin Human; Insulin Isophane Human,CID881830,DB10522,Ethinyl Estradiol; Norgestimate,CID811603,DB24562,146,Low,No,0.39,0,0.6,4,0.06
19037,Citalopram,CID974827,DB41279,Tiotropium,CID690372,DB61675,349,Moderate,No,0.52,0,0.55,10,0.05
19038,Potassium Chloride,CID130063,DB50895,Calcium,CID712903,DB83794,140,Low,No,0.4,1,0.48,1,0.03
19039,Finasteride,CID63257,DB61531,Valacyclovir,CID319561,DB57564,388,Moderate,No,0.17,0,0.07,7,0.21
19040,Terbinafine,CID571131,DB58525,Gabapentin,CID73035,DB20857,23,Safe,Yes,0.55,1,0.08,0,0.66
19041,Insulin Human; Insulin Isophane Human,CID122976,DB87108,Lorazepam,CID794384,DB49972,476,Moderate,No,0.96,1,0.71,6,0.42
19042,Ethinyl Estradiol; Norethindrone,CID924710,DB37605,Warfarin,CID220293,DB61539,154,Low,No,0.19,1,0.49,9,0.58
19043,Guaifenesin,CID626144,DB77235,Dexamethasone,CID497716,DB83980,269,Moderate,No,0.43,1,0.31,4,0.83
19044,Ondansetron,CID680122,DB64217,Promethazine,CID566905,DB97136,728,High,No,0.97,1,0.95,2,0.7
19045,Metformin,CID931552,DB50295,Ethinyl Estradiol; Norgestrel,CID221879,DB82872,553,High,No,0.33,0,0.2,2,0.29
19046,Ethinyl Estradiol; Levonorgestrel,CID254085,DB44995,Omega-3-acid Ethyl Esters,CID316414,DB70914,343,Moderate,No,0.21,0,0.38,4,0.06
19047,Tobramycin,CID501981,DB23117,Nortriptyline,CID817125,DB73133,737,High,No,0.43,1,0.98,0,0.09
19048,Paroxetine,CID459651,DB40136,Carbamazepine,CID247347,DB29188,792,High,No,0.19,0,0.27,9,0.48
19049,Hydroxyzine,CID697541,DB42012,Methylphenidate,CID478186,DB93224,4,Safe,Yes,0.83,1,0.52,5,0.8
19050,Enalapril,CID246193,DB98897,Ofloxacin,CID11904,DB46544,243,Moderate,No,0.84,1,0.78,4,0.92
19051,Cyproheptadine,CID454315,DB60657,Liothyronine,CID197468,DB95701,564,High,No,0.35,1,0.9,2,0
19052,Sumatriptan,CID60638,DB72357,Ipratropium,CID890033,DB44921,215,Moderate,No,0.12,1,0.6,6,0.87
19053,Lactulose,CID786271,DB60597,Cyanocobalamin,CID218458,DB12441,355,Moderate,No,0.84,1,0.01,7,0.69
19054,Bisoprolol,CID259549,DB70842,Lidocaine,CID754888,DB45010,596,High,No,0.65,1,0.53,5,0.16
19055,Amlodipine; Benazepril,CID71667,DB28321,Citalopram,CID473480,DB96251,589,High,No,0.16,0,0.41,1,0.67
19056,Doxepin,CID484901,DB43754,Nitroglycerin,CID773518,DB63473,611,High,No,0.9,1,0.78,5,0.13
19057,Metformin,CID439246,DB13909,Metronidazole,CID120341,DB80809,83,Low,No,0.85,1,0.77,5,0.48
19058,Liothyronine,CID265799,DB61036,Tirzepatide,CID830831,DB73646,592,High,No,0,0,0.67,1,0.49
19059,Dexamethasone; Neomycin; Polymyxin B,CID409219,DB40568,Enalapril,CID410228,DB54740,584,High,No,0.68,0,0.76,10,0.3
19060,Nortriptyline,CID966949,DB44648,Omega-3-acid Ethyl Esters,CID811890,DB51404,523,High,No,0.4,1,0.11,3,0.85
19061,Topiramate,CID893523,DB37932,Aspirin,CID128506,DB61081,253,Moderate,No,0.4,1,0.6,6,0.25
19062,Albuterol,CID104868,DB89067,Norethindrone,CID843372,DB28491,133,Low,No,0.8,1,0.18,6,0.99
